method,itq_seed,bit_index,positive_fraction,mean_occupancy,min_occupancy,max_occupancy,dead_constant_bit_count,mean_abs_deviation_from_0_5
ITQ96_CENTERED,202,10,0.5020034023298188,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
ITQ96_CENTERED,202,11,0.5002633783235322,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
ITQ96_CENTERED,202,12,0.4995466438693298,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
ITQ96_CENTERED,202,13,0.4998229752251669,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
ITQ96_CENTERED,202,14,0.49924008877144804,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
ITQ96_CENTERED,202,15,0.5007642289059869,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
ITQ96_CENTERED,202,16,0.5018306952324206,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
ITQ96_CENTERED,202,17,0.5004922152275848,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
ITQ96_CENTERED,202,18,0.5003367788399264,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
ITQ96_CENTERED,202,19,0.4995855029662444,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
ITQ96_CENTERED,202,20,0.5011571375525677,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
ITQ96_CENTERED,202,21,0.49933939535245203,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
